DATASET_SHORT,KEYWORD,probability,DATASET_LONG,DATASET_NODE_ID,KEYWORD_NODE_ID
TOVSADNF,atmospheric winds,1.0,TOVS GLA DAILY GRIDS from NOAA-9 V01 (TOVSADNF) at GES DISC,1037,1746
TOVSADNF,longwave radiation,1.0,TOVS GLA DAILY GRIDS from NOAA-9 V01 (TOVSADNF) at GES DISC,1037,1719
TOVSADNF,heat flux,1.0,TOVS GLA DAILY GRIDS from NOAA-9 V01 (TOVSADNF) at GES DISC,1037,1718
TOVSADNF,surface pressure,1.0,TOVS GLA DAILY GRIDS from NOAA-9 V01 (TOVSADNF) at GES DISC,1037,1668
SNDRAQIML3SMCCP,surface winds,1.0,Sounder SIPS: AQUA AIRS IR + MW Level 3 CLIMCAPS: Specific Quality Control Gridded Monthly V2 (SNDRAQIML3SMCCP) at GES DISC,1029,1749
GSSTFSC,surface pressure,1.0,"Goddard Satellite-Based Surface Turbulent Fluxes, 1x1 deg Seasonal Climatology, Set1 and NCEP V2c (GSSTFSC) at GES DISC",477,1668
GSSTF_F15,surface pressure,1.0,"Goddard Satellite-Based Surface Turbulent Fluxes, 0.25 x 0.25 deg, Daily Grid F15 V3 (GSSTF_F15) at GES DISC",467,1668
GSSTF_F11,surface pressure,1.0,"Goddard Satellite-Based Surface Turbulent Fluxes, 1x1 deg Daily Grid, Satellite F11 V2c (GSSTF_F11) at GES DISC",347,1668
AIRH3SP8,surface winds,1.0,AIRS/Aqua L3 8-day Support Multiday Product (AIRS+AMSU+HSB) 1 degree x 1 degree V006 (AIRH3SP8) at GES DISC,989,1749
TOVSA5NF,atmospheric winds,1.0,TOVS GLA 5 DAY GRIDS from NOAA-9 V01 (TOVSA5NF) at GES DISC,987,1746
TOVSA5NF,specific humidity,1.0,TOVS GLA 5 DAY GRIDS from NOAA-9 V01 (TOVSA5NF) at GES DISC,987,1745
TOVSA5NF,precipitation rate,1.0,TOVS GLA 5 DAY GRIDS from NOAA-9 V01 (TOVSA5NF) at GES DISC,987,1714
AIRH3ST8,surface winds,1.0,AIRS/Aqua L3 8-day Standard Physical Retrieval (AIRS+AMSU+HSB) 1 degree x 1 degree V006 (AIRH3ST8) at GES DISC,334,1749
TOVSAMNF,surface winds,1.0,TOVS GLA MONTHLY GRIDS from NOAA-9 02 (TOVSAMNF) at GES DISC,331,1749
TOVSAMNF,atmospheric winds,1.0,TOVS GLA MONTHLY GRIDS from NOAA-9 02 (TOVSAMNF) at GES DISC,331,1746
TOVSAMNF,heat flux,1.0,TOVS GLA MONTHLY GRIDS from NOAA-9 02 (TOVSAMNF) at GES DISC,331,1718
SNDRJ1ML3MRMS,cloud properties,1.0,Sounder SIPS: JPSS-1 ATMS Level 3 RAMSES2 Standard Gridded Monthly V3 at GES DISC,148,1686
SNDRJ1ML3MRMS,total precipitable water,1.0,Sounder SIPS: JPSS-1 ATMS Level 3 RAMSES2 Standard Gridded Monthly V3 at GES DISC,148,1685
SNDRJ1ML3MRMS,clouds,1.0,Sounder SIPS: JPSS-1 ATMS Level 3 RAMSES2 Standard Gridded Monthly V3 at GES DISC,148,1674
SNDRJ1ML3MRMS,water vapor,1.0,Sounder SIPS: JPSS-1 ATMS Level 3 RAMSES2 Standard Gridded Monthly V3 at GES DISC,148,1630
MAC05S1,clouds,1.0,MODIS/Aqua Total Precip Water Vapor 1km and 5km 5-Min L2 Wide Swath Subset along CloudSat V002 (MAC05S1) at GES DISC,146,1674
TOVSBDNG,total precipitable water,1.0,TOVS LMD DAILY GRIDS from NOAA-10 V01 (TOVSBDNG) at GES DISC,584,1685
TOVSBDNG,air temperature,1.0,TOVS LMD DAILY GRIDS from NOAA-10 V01 (TOVSBDNG) at GES DISC,584,1680
SNDRAQIL2CCPRET,surface winds,1.0,"Sounder SIPS: AQUA AIRS IR-only Level 2 CLIMCAPS : Atmosphere, cloud and surface geophysical state V2 (SNDRAQIL2CCPRET) at GES DISC",323,1749
MAC05S0,clouds,1.0,MODIS/Aqua Total Precip Water Vapor 1km and 5km 5-Min L2 Narrow Swath Subset along CloudSat V002 (MAC05S0) at GES DISC,140,1674
GSSTF_F14,surface pressure,1.0,"Goddard Satellite-Based Surface Turbulent Fluxes, 0.25 x 0.25 deg, Daily Grid F14 V3 (GSSTF_F14) at GES DISC",138,1668
GSSTFMC,surface pressure,1.0,"Goddard Satellite-Based Surface Turbulent Fluxes, 1x1 deg Monthly Climatology, Set1 and NCEP V2c (GSSTFMC) at GES DISC",575,1668
SNDRSNML2RMSSUP,atmospheric winds,1.0,Sounder SIPS: Suomi NPP ATMS Level 2 RAMSES2 Support V3 (SNDRSNML2RMSSUP) at GES DISC,567,1746
SNDRSNML2RMSSUP,cloud properties,1.0,Sounder SIPS: Suomi NPP ATMS Level 2 RAMSES2 Support V3 (SNDRSNML2RMSSUP) at GES DISC,567,1686
SNDRSNML2RMSSUP,clouds,1.0,Sounder SIPS: Suomi NPP ATMS Level 2 RAMSES2 Support V3 (SNDRSNML2RMSSUP) at GES DISC,567,1674
SNDRSNML2RMSSUP,atmospheric radiation,1.0,Sounder SIPS: Suomi NPP ATMS Level 2 RAMSES2 Support V3 (SNDRSNML2RMSSUP) at GES DISC,567,1586
SNDRAQIL3SDCCP,surface winds,1.0,Sounder SIPS: AQUA AIRS IR-only Level 3 CLIMCAPS: Specific Quality Control Gridded Daily V2 (SNDRAQIL3SDCCP) at GES DISC,566,1749
AIRX3STD,surface winds,1.0,Aqua/AIRS L3 Daily Standard Physical Retrieval (AIRS+AMSU) 1 degree x 1 degree V7.0 at GES DISC,129,1749
SNDRAQIL3CMCCP,surface winds,1.0,Sounder SIPS: AQUA AIRS IR-only Level 3 CLIMCAPS: Comprehensive Quality Control Gridded Monthly V2 (SNDRAQIL3CMCCP) at GES DISC,128,1749
AIRG2SSD_IRonly,upper air temperature,1.0,AIRS/Aqua L2G Precipitation Estimate (AIRS-only) V7.0 at GES DISC,562,1670
M2I3NVAER,water vapor,1.0,"MERRA-2 inst3_3d_aer_Nv: 3d,3-Hourly,Instantaneous,Model-Level,Assimilation,Aerosol Mixing Ratio 0.625 x 0.5 degree V5.12.4 (M2I3NVAER) at GES DISC",127,1630
SNDRAQIML2CCPRET,surface winds,1.0,"Sounder SIPS: AQUA AIRS IR + MW Level 2 CLIMCAPS: Atmosphere, cloud and surface geophysical state V2 (SNDRAQIML2CCPRET) at GES DISC",561,1749
SNDRAQIML2CCPRET,surface pressure,1.0,"Sounder SIPS: AQUA AIRS IR + MW Level 2 CLIMCAPS: Atmosphere, cloud and surface geophysical state V2 (SNDRAQIML2CCPRET) at GES DISC",561,1668
SNDRAQIML2CCPRET,atmospheric pressure,1.0,"Sounder SIPS: AQUA AIRS IR + MW Level 2 CLIMCAPS: Atmosphere, cloud and surface geophysical state V2 (SNDRAQIML2CCPRET) at GES DISC",561,1665
AIRH3SPD,surface winds,1.0,Aqua/AIRS L3 Daily Support Daily Product (AIRS+AMSU+HSB) 1 degree x 1 degree V7.0 at GES DISC,301,1749
TOVSA5TN,heat flux,1.0,TOVS GLA 5 DAY GRIDS from TIROSN V01 (TOVSA5TN ) at GES DISC,542,1718
TOVSA5TN,precipitation rate,1.0,TOVS GLA 5 DAY GRIDS from TIROSN V01 (TOVSA5TN ) at GES DISC,542,1714
TOVSA5TN,surface pressure,1.0,TOVS GLA 5 DAY GRIDS from TIROSN V01 (TOVSA5TN ) at GES DISC,542,1668
TRMM_2B31,upper air temperature,1.0,TRMM Combined Precipitation Radar and Microwave Imager Rainfall Profile L2 1.5 hours V7 (TRMM_2B31) at GES DISC,282,1670
M2IMNXASM,cloud properties,1.0,"MERRA-2 instM_2d_asm_Nx: 2d,Monthly mean,Single-Level,Assimilation,Single-Level Diagnostics 0.625 x 0.5 degree V5.12.4 (M2IMNXASM) at GES DISC",532,1686
M2IMNXASM,precipitation,1.0,"MERRA-2 instM_2d_asm_Nx: 2d,Monthly mean,Single-Level,Assimilation,Single-Level Diagnostics 0.625 x 0.5 degree V5.12.4 (M2IMNXASM) at GES DISC",532,1585
AIRX2SUP,surface winds,1.0,AIRS/Aqua L2 Support Retrieval (AIRS+AMSU) V006 (AIRX2SUP) at GES DISC,277,1749
GSSTFM,surface pressure,1.0,"Goddard Satellite-Based Surface Turbulent Fluxes, 1x1 deg Monthly Grid, Set1 and Interpolated Data V2c (GSSTFM) at GES DISC",274,1668
SNDRSNML2RMS,surface winds,1.0,"Sounder SIPS: Suomi NPP ATMS Level 2 RAMSES2 Standard: Atmosphere, precipitation and surface geophysical state,  V3 (SNDRSNML2RMS ) at GES DISC",526,1749
SNDRAQIML3SDCCP,surface winds,1.0,Sounder SIPS: AQUA AIRS IR MW Level 3 CLIMCAPS : Specific Quality Control Gridded Daily V2 (SNDRAQIML3SDCCP) at GES DISC,272,1749
FLDAS_NOAH01_CP_GL_M,cloud top pressure,1.0,FLDAS Noah Land Surface Model L4 Global Monthly 0.1 x 0.1 degree (GDAS and CHIRPS-PRELIM) V001 (FLDAS_NOAH01_CP_GL_M) at GES DISC,96,1688
AIRX3STM,surface winds,1.0,AIRS/Aqua L3 Monthly Standard Physical Retrieval (AIRS+AMSU) 1 degree x 1 degree V006 (AIRX3STM) at GES DISC,671,1749
AIRH3STM,surface winds,1.0,Aqua/AIRS L3 Monthly Standard Physical Retrieval (AIRS+AMSU+HSB) 1 degree x 1 degree V7.0 at GES DISC,267,1749
AIRX3SPM,surface winds,1.0,Aqua/AIRS L3 Monthly Support Product (AIRS+AMSU) 1 degree x 1 degree V7.0 at GES DISC,92,1749
ML3DZO3,aerosols,1.0,MLS/Aura Level 3 Daily Binned Ozone (O3) Mixing Ratio on Zonal and Similar Grids V005 (ML3DZO3) at GES DISC,91,1607
TOVSB5NG,total precipitable water,1.0,TOVS LMD 5 DAY GRIDS from NOAA-10 V01 (TOVSB5NG) at GES DISC,665,1685
TOVSB5NG,air temperature,1.0,TOVS LMD 5 DAY GRIDS from NOAA-10 V01 (TOVSB5NG) at GES DISC,665,1680
SNDRJ1ML3DRMS,cloud properties,1.0,Sounder SIPS: JPSS-1 ATMS Level 3 RAMSES2 Standard Gridded Daily V3 at GES DISC,1120,1686
SNDRJ1ML3DRMS,total precipitable water,1.0,Sounder SIPS: JPSS-1 ATMS Level 3 RAMSES2 Standard Gridded Daily V3 at GES DISC,1120,1685
SNDRJ1ML3DRMS,clouds,1.0,Sounder SIPS: JPSS-1 ATMS Level 3 RAMSES2 Standard Gridded Daily V3 at GES DISC,1120,1674
SNDRJ1ML3DRMS,water vapor,1.0,Sounder SIPS: JPSS-1 ATMS Level 3 RAMSES2 Standard Gridded Daily V3 at GES DISC,1120,1630
GSSTF_F13,surface pressure,1.0,"Goddard Satellite-Based Surface Turbulent Fluxes, 1x1 deg Daily Grid, Satellite F13 V2c (GSSTF_F13) at GES DISC",256,1668
NCALDAS_NOAH0125_Trends,air quality,1.0,NCA-LDAS Noah-3.3 Land Surface Model L4 Trends 0.125 x 0.125 degree V2.0 (NCALDAS_NOAH0125_Trends) at GES DISC,1119,1615
GSSTF_NCEP,surface pressure,1.0,"NCEP/DOE Reanalysis II, for GSSTF, 0.25 x 0.25 deg, Daily Grid V3 (GSSTF_NCEP) at GES DISC",82,1668
GSSTF_NCEP,oxygen compounds,1.0,"NCEP/DOE Reanalysis II, for GSSTF, 0.25 x 0.25 deg, Daily Grid V3 (GSSTF_NCEP) at GES DISC",82,1633
AIRX3ST8,surface winds,1.0,AIRS/Aqua L3 8-day Standard Physical Retrieval (AIRS+AMSU) 1 degree x 1 degree V006 (AIRX3ST8) at GES DISC,1111,1749
AIRS3SP8,surface winds,1.0,AIRS/Aqua L3 8-day Support Product (AIRS-only) 1 degree X 1 degree V006 (AIRS3SP8) at GES DISC,650,1749
AIRX3SPD,surface winds,1.0,AIRS/Aqua L3 Daily Support Product (AIRS+AMSU) 1 degree x 1 degree V006 (AIRX3SPD) at GES DISC,648,1749
M2IMNXINT,cloud properties,1.0,"MERRA-2 instM_2d_int_Nx: 2d,Monthly mean,Instantaneous,Single-Level,Assimilation,Vertically Integrated Diagnostics 0.625 x 0.5 degree V5.12.4 (M2IMNXINT) at GES DISC",646,1686
M2IMNXINT,upper air temperature,1.0,"MERRA-2 instM_2d_int_Nx: 2d,Monthly mean,Instantaneous,Single-Level,Assimilation,Vertically Integrated Diagnostics 0.625 x 0.5 degree V5.12.4 (M2IMNXINT) at GES DISC",646,1670
M2IMNXINT,precipitation,1.0,"MERRA-2 instM_2d_int_Nx: 2d,Monthly mean,Instantaneous,Single-Level,Assimilation,Vertically Integrated Diagnostics 0.625 x 0.5 degree V5.12.4 (M2IMNXINT) at GES DISC",646,1585
ML2O3,aerosols,1.0,MLS/Aura Level 2 Ozone (O3) Mixing Ratio V005 (ML2O3) at GES DISC,643,1607
ML2O3_NRT,aerosols,1.0,MLS/Aura Near-Real-Time L2 Ozone (O3) Mixing Ratio V004 (ML2O3_NRT) at GES DISC,1349,1607
MATMCPODT,surface pressure,0.99,"tavgM_3d_odt_Cp: MERRA 3D IAU Tendency, Ozone, Monthly Mean  1.25 x 1.25 degree V5.2.0 (MATMCPODT) at GES DISC",1353,1668
SNDRSNIML3SDCCP,water vapor,0.99,Sounder SIPS: Suomi NPP CrIMSS Level 3 Specific Quality Control Gridded Daily CLIMCAPS Full Spectral Resolution V2 (SNDRSNIML3SDCCP) at GES DISC,752,1630
SNDRSNIML3SDCCP,soil moisture/water content,0.99,Sounder SIPS: Suomi NPP CrIMSS Level 3 Specific Quality Control Gridded Daily CLIMCAPS Full Spectral Resolution V2 (SNDRSNIML3SDCCP) at GES DISC,752,1626
SNDRSNIML3SDCCP,soils,0.99,Sounder SIPS: Suomi NPP CrIMSS Level 3 Specific Quality Control Gridded Daily CLIMCAPS Full Spectral Resolution V2 (SNDRSNIML3SDCCP) at GES DISC,752,1625
SNDRSNIML3SDCCP,surface winds,0.99,Sounder SIPS: Suomi NPP CrIMSS Level 3 Specific Quality Control Gridded Daily CLIMCAPS Full Spectral Resolution V2 (SNDRSNIML3SDCCP) at GES DISC,752,1749
SNDRSNIML3SDCCP,atmospheric winds,0.99,Sounder SIPS: Suomi NPP CrIMSS Level 3 Specific Quality Control Gridded Daily CLIMCAPS Full Spectral Resolution V2 (SNDRSNIML3SDCCP) at GES DISC,752,1746
SNDRSNIML3SDCCP,water vapor processes,0.99,Sounder SIPS: Suomi NPP CrIMSS Level 3 Specific Quality Control Gridded Daily CLIMCAPS Full Spectral Resolution V2 (SNDRSNIML3SDCCP) at GES DISC,752,1722
SNDRSNIML3SDCCP,longwave radiation,0.99,Sounder SIPS: Suomi NPP CrIMSS Level 3 Specific Quality Control Gridded Daily CLIMCAPS Full Spectral Resolution V2 (SNDRSNIML3SDCCP) at GES DISC,752,1719
AIRS,atmospheric water vapor,0.99,Atmospheric Infrared Sounder,2171,1584
SNDRSNIML3SDCCP,heat flux,0.99,Sounder SIPS: Suomi NPP CrIMSS Level 3 Specific Quality Control Gridded Daily CLIMCAPS Full Spectral Resolution V2 (SNDRSNIML3SDCCP) at GES DISC,752,1718
SNDRSNIML3SMCCPN,surface winds,0.99,Sounder SIPS: Suomi NPP CrIMSS Level 3 Specific Quality Control Gridded Monthly CLIMCAPS Normal Spectral Resolution V2 (SNDRSNIML3SMCCPN) at GES DISC,1358,1749
SNDRSNIML3SMCCPN,atmospheric winds,0.99,Sounder SIPS: Suomi NPP CrIMSS Level 3 Specific Quality Control Gridded Monthly CLIMCAPS Normal Spectral Resolution V2 (SNDRSNIML3SMCCPN) at GES DISC,1358,1746
SNDRSNIML3SMCCPN,water vapor processes,0.99,Sounder SIPS: Suomi NPP CrIMSS Level 3 Specific Quality Control Gridded Monthly CLIMCAPS Normal Spectral Resolution V2 (SNDRSNIML3SMCCPN) at GES DISC,1358,1722
SNDRSNIML3SMCCPN,longwave radiation,0.99,Sounder SIPS: Suomi NPP CrIMSS Level 3 Specific Quality Control Gridded Monthly CLIMCAPS Normal Spectral Resolution V2 (SNDRSNIML3SMCCPN) at GES DISC,1358,1719
SNDRSNIML3SMCCPN,heat flux,0.99,Sounder SIPS: Suomi NPP CrIMSS Level 3 Specific Quality Control Gridded Monthly CLIMCAPS Normal Spectral Resolution V2 (SNDRSNIML3SMCCPN) at GES DISC,1358,1718
SNDRSNIML3SMCCPN,water vapor,0.99,Sounder SIPS: Suomi NPP CrIMSS Level 3 Specific Quality Control Gridded Monthly CLIMCAPS Normal Spectral Resolution V2 (SNDRSNIML3SMCCPN) at GES DISC,1358,1630
SNDRSNIML3SMCCPN,soil moisture/water content,0.99,Sounder SIPS: Suomi NPP CrIMSS Level 3 Specific Quality Control Gridded Monthly CLIMCAPS Normal Spectral Resolution V2 (SNDRSNIML3SMCCPN) at GES DISC,1358,1626
SNDRSNIML3SMCCPN,soils,0.99,Sounder SIPS: Suomi NPP CrIMSS Level 3 Specific Quality Control Gridded Monthly CLIMCAPS Normal Spectral Resolution V2 (SNDRSNIML3SMCCPN) at GES DISC,1358,1625
SNDRAQIML3CMCCP,atmospheric winds,0.99,Sounder SIPS: AQUA AIRS IR + MW Level 3 CLIMCAPS : Comprehensive Quality Control Gridded Monthly V2 (SNDRAQIML3CMCCP) at GES DISC,772,1746
SNDRAQIML3CMCCP,water vapor processes,0.99,Sounder SIPS: AQUA AIRS IR + MW Level 3 CLIMCAPS : Comprehensive Quality Control Gridded Monthly V2 (SNDRAQIML3CMCCP) at GES DISC,772,1722
SNDRAQIML3CMCCP,longwave radiation,0.99,Sounder SIPS: AQUA AIRS IR + MW Level 3 CLIMCAPS : Comprehensive Quality Control Gridded Monthly V2 (SNDRAQIML3CMCCP) at GES DISC,772,1719
SNDRAQIML3CMCCP,heat flux,0.99,Sounder SIPS: AQUA AIRS IR + MW Level 3 CLIMCAPS : Comprehensive Quality Control Gridded Monthly V2 (SNDRAQIML3CMCCP) at GES DISC,772,1718
SNDRAQIML3CMCCP,humidity,0.99,Sounder SIPS: AQUA AIRS IR + MW Level 3 CLIMCAPS : Comprehensive Quality Control Gridded Monthly V2 (SNDRAQIML3CMCCP) at GES DISC,772,1672
SNDRAQIML3CMCCP,water vapor,0.99,Sounder SIPS: AQUA AIRS IR + MW Level 3 CLIMCAPS : Comprehensive Quality Control Gridded Monthly V2 (SNDRAQIML3CMCCP) at GES DISC,772,1630
SNDRAQIML3CMCCP,soil moisture/water content,0.99,Sounder SIPS: AQUA AIRS IR + MW Level 3 CLIMCAPS : Comprehensive Quality Control Gridded Monthly V2 (SNDRAQIML3CMCCP) at GES DISC,772,1626
SNDRAQIML3CMCCP,soils,0.99,Sounder SIPS: AQUA AIRS IR + MW Level 3 CLIMCAPS : Comprehensive Quality Control Gridded Monthly V2 (SNDRAQIML3CMCCP) at GES DISC,772,1625
MATUFXCHM,surface pressure,0.99,"tavgU_2d_chm_Fx: MERRA Chem 2D IAU Diagnostics, Fluxes and Meteorology, Diurnal  1.25 x 1 degree V5.2.0 (MATUFXCHM) at GES DISC",1386,1668
MATUFXCHM,atmospheric pressure,0.99,"tavgU_2d_chm_Fx: MERRA Chem 2D IAU Diagnostics, Fluxes and Meteorology, Diurnal  1.25 x 1 degree V5.2.0 (MATUFXCHM) at GES DISC",1386,1665
OMDOAO3e,aerosols,0.99,OMI/Aura Ozone (O3) DOAS Total Column Daily L3 1 day 0.25 degree x 0.25 degree V3 (OMDOAO3e) at GES DISC,1381,1607
M2T1NXINT,humidity,0.99,"MERRA-2 tavg1_2d_int_Nx: 2d,1-Hourly,Time-Averaged,Single-Level,Assimilation,Vertically Integrated Diagnostics 0.625 x 0.5 degree V5.12.4 (M2T1NXINT) at GES DISC",767,1672
M2T1NXINT,surface pressure,0.99,"MERRA-2 tavg1_2d_int_Nx: 2d,1-Hourly,Time-Averaged,Single-Level,Assimilation,Vertically Integrated Diagnostics 0.625 x 0.5 degree V5.12.4 (M2T1NXINT) at GES DISC",767,1668
M2T1NXINT,atmospheric pressure,0.99,"MERRA-2 tavg1_2d_int_Nx: 2d,1-Hourly,Time-Averaged,Single-Level,Assimilation,Vertically Integrated Diagnostics 0.625 x 0.5 degree V5.12.4 (M2T1NXINT) at GES DISC",767,1665
M2T1NXINT,skin temperature,0.99,"MERRA-2 tavg1_2d_int_Nx: 2d,1-Hourly,Time-Averaged,Single-Level,Assimilation,Vertically Integrated Diagnostics 0.625 x 0.5 degree V5.12.4 (M2T1NXINT) at GES DISC",767,1628
M2TMNXFLX,cloud liquid water/ice,0.99,"MERRA-2 tavgM_2d_flx_Nx: 2d,Monthly mean,Time-Averaged,Single-Level,Assimilation,Surface Flux Diagnostics 0.625 x 0.5 degree V5.12.4 (M2TMNXFLX) at GES DISC",763,1709
M2TMNXFLX,cloud microphysics,0.99,"MERRA-2 tavgM_2d_flx_Nx: 2d,Monthly mean,Time-Averaged,Single-Level,Assimilation,Surface Flux Diagnostics 0.625 x 0.5 degree V5.12.4 (M2TMNXFLX) at GES DISC",763,1707
SNDRSNIML3SMCCP,surface winds,0.99,Sounder SIPS: Suomi NPP CrIMSS Level 3 Specific Quality Control Gridded Monthly CLIMCAPS Full Spectral Resolution V2 (SNDRSNIML3SMCCP) at GES DISC,1372,1749
SNDRSNIML3SMCCP,atmospheric winds,0.99,Sounder SIPS: Suomi NPP CrIMSS Level 3 Specific Quality Control Gridded Monthly CLIMCAPS Full Spectral Resolution V2 (SNDRSNIML3SMCCP) at GES DISC,1372,1746
SNDRSNIML3SMCCP,water vapor processes,0.99,Sounder SIPS: Suomi NPP CrIMSS Level 3 Specific Quality Control Gridded Monthly CLIMCAPS Full Spectral Resolution V2 (SNDRSNIML3SMCCP) at GES DISC,1372,1722
GSSTFM_NCEP,layered precipitable water,0.99,"NCEP/DOE Reanalysis II in HDF-EOS5, for GSSTF2c, 1x1 deg Monthly grid V2c (GSSTFM_NCEP) at GES DISC",777,1684
GSSTFM_NCEP,outgoing longwave radiation,0.99,"NCEP/DOE Reanalysis II in HDF-EOS5, for GSSTF2c, 1x1 deg Monthly grid V2c (GSSTFM_NCEP) at GES DISC",777,1679
GSSTFM_NCEP,water vapor profiles,0.99,"NCEP/DOE Reanalysis II in HDF-EOS5, for GSSTF2c, 1x1 deg Monthly grid V2c (GSSTFM_NCEP) at GES DISC",777,1673
SNDRSNIML3SMCCP,longwave radiation,0.99,Sounder SIPS: Suomi NPP CrIMSS Level 3 Specific Quality Control Gridded Monthly CLIMCAPS Full Spectral Resolution V2 (SNDRSNIML3SMCCP) at GES DISC,1372,1719
GSSTFM_NCEP,atmospheric ozone,0.99,"NCEP/DOE Reanalysis II in HDF-EOS5, for GSSTF2c, 1x1 deg Monthly grid V2c (GSSTFM_NCEP) at GES DISC",777,1634
SNDRSNIML3SMCCP,heat flux,0.99,Sounder SIPS: Suomi NPP CrIMSS Level 3 Specific Quality Control Gridded Monthly CLIMCAPS Full Spectral Resolution V2 (SNDRSNIML3SMCCP) at GES DISC,1372,1718
GSSTFM_NCEP,surface thermal properties,0.99,"NCEP/DOE Reanalysis II in HDF-EOS5, for GSSTF2c, 1x1 deg Monthly grid V2c (GSSTFM_NCEP) at GES DISC",777,1627
SNDRSNIML3SMCCP,water vapor,0.99,Sounder SIPS: Suomi NPP CrIMSS Level 3 Specific Quality Control Gridded Monthly CLIMCAPS Full Spectral Resolution V2 (SNDRSNIML3SMCCP) at GES DISC,1372,1630
SNDRAQIML3CDCCP,atmospheric winds,0.99,Sounder SIPS: AQUA AIRS IR + MW Level 3 CLIMCAPS : Comprehensive Quality Control Gridded Daily V2 (SNDRAQIML3CDCCP) at GES DISC,1394,1746
SNDRAQIML3CDCCP,water vapor processes,0.99,Sounder SIPS: AQUA AIRS IR + MW Level 3 CLIMCAPS : Comprehensive Quality Control Gridded Daily V2 (SNDRAQIML3CDCCP) at GES DISC,1394,1722
SNDRAQIML3CDCCP,longwave radiation,0.99,Sounder SIPS: AQUA AIRS IR + MW Level 3 CLIMCAPS : Comprehensive Quality Control Gridded Daily V2 (SNDRAQIML3CDCCP) at GES DISC,1394,1719
SNDRAQIML3CDCCP,heat flux,0.99,Sounder SIPS: AQUA AIRS IR + MW Level 3 CLIMCAPS : Comprehensive Quality Control Gridded Daily V2 (SNDRAQIML3CDCCP) at GES DISC,1394,1718
SNDRAQIML3CDCCP,humidity,0.99,Sounder SIPS: AQUA AIRS IR + MW Level 3 CLIMCAPS : Comprehensive Quality Control Gridded Daily V2 (SNDRAQIML3CDCCP) at GES DISC,1394,1672
SNDRAQIML3CDCCP,water vapor,0.99,Sounder SIPS: AQUA AIRS IR + MW Level 3 CLIMCAPS : Comprehensive Quality Control Gridded Daily V2 (SNDRAQIML3CDCCP) at GES DISC,1394,1630
SNDRAQIML3CDCCP,soil moisture/water content,0.99,Sounder SIPS: AQUA AIRS IR + MW Level 3 CLIMCAPS : Comprehensive Quality Control Gridded Daily V2 (SNDRAQIML3CDCCP) at GES DISC,1394,1626
SNDRAQIML3CDCCP,soils,0.99,Sounder SIPS: AQUA AIRS IR + MW Level 3 CLIMCAPS : Comprehensive Quality Control Gridded Daily V2 (SNDRAQIML3CDCCP) at GES DISC,1394,1625
SNDRJ1IML2CCPRET,surface winds,0.99,Sounder SIPS: JPSS-1 CrIS Level 2 CLIMCAPS: Atmosphere cloud and surface geophysical state V2 (SNDRJ1IML2CCPRET) at GES DISC,776,1749
